OBJECTID,OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE,x,y
94,206331305,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,250000190,Parent Facility,485 W JOHNSTON AVE,HEMET,92543,33,Riverside,Not Applicable,104,Open,7/23/1970 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.732863,-116.975616,6341057.23606864,2211056.95024447
95,206331329,DESTINY CARE PROVIDERS,550004072,Parent Facility,4026 Bordeaux Ln,Hemet,92544,33,Riverside,Not Applicable,6,Open,11/30/2017 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.761,-116.92924,6355223.68116088,2221200.6737234
96,206331346,LIFE CARE CENTER OF MENIFEE,250000208,Parent Facility,27600 ENCANTO DR,SUN CITY,92586,33,Riverside,Not Applicable,99,Open,4/28/1970 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.718376,-117.188425,6276309.84784713,2206301.74190715
97,206331375,"CENTINELA GRAND, INC.",250000222,Parent Facility,2225 N PERRIS BLVD,PERRIS,92571,33,Riverside,Not Applicable,109,Open,5/8/1970 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.812423,-117.225934,6265224.60033263,2240628.42653447
98,206332173,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,250000245,Parent Facility,39950 VISTA DEL SOL,RANCHO MIRAGE,92270,33,Riverside,Not Applicable,99,Open,12/30/1986 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.758745,-116.397534,6516827.66569506,2219739.36759089
99,206334012,MANORCARE HEALTH SERVICES - HEMET,250000276,Parent Facility,1717 WEST STETSON AVENUE,HEMET,92545,33,Riverside,Not Applicable,178,Open,1/11/1988 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.72929325,-116.98953242,6336817.00734438,2209787.70015831
100,206334020,MANORCARE HEALTH SERVICES-PALM DESERT,250000317,Parent Facility,74350 COUNTRY CLUB DR,PALM DESERT,92260,33,Riverside,Not Applicable,178,Open,1/5/1989 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.75816,-116.36858,6525627.91581105,2219515.25780289
101,206334030,MONTEREY PALMS HEALTH CARE CENTER,250000340,Parent Facility,44610 Monterey Ave,Palm Desert,92260,33,Riverside,Not Applicable,99,Open,12/4/1989 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.72476,-116.39117,6518745.24289663,2207369.72763206
102,206334032,HEMET VALLEY HEALTH CARE CENTER D/P SNF,250000145,Distinct Part Facility,371 N WESTON PL,HEMET,92543,33,Riverside,None,90,Open,3/6/2003 12:00:00 AM,Hospital,General Acute Care Hospital,33.75253,-116.95988,6345890.18900114,2218180.57608905
103,206334051,"VILLAGE HEALTHCARE CENTER, THE",250000405,Parent Facility,2400 W ACACIA AVE,HEMET,92545,33,Riverside,Not Applicable,54,Open,1/7/1991 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.74388,-116.99665,6334690.96960172,2215111.02546965
104,206334439,INDIO NURSING AND REHABILITATION CENTER,250000584,Parent Facility,47763 MONROE ST,INDIO,92201,33,Riverside,Not Applicable,99,Open,5/9/1995 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.70184,-116.234164,6566486.71992005,2199000.62888473
105,206334502,MURRIETA HEALTH AND REHABILITATION CENTER,250000748,Parent Facility,24100 MONROE AVE,MURRIETA,92562,33,Riverside,Not Applicable,145,Open,8/18/1999 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.577101,-117.21182,6268721.77804956,2154960.78356564
106,206334506,BAYSHIRE RANCHO MIRAGE,250000759,Parent Facility,72201 Country Club Dr,Rancho Mirage,92270,33,Riverside,Not Applicable,45,Open,11/27/2000 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.75777,-116.40467,6514658.17134638,2219387.71147007
107,206334659,PANDA WAY,550002029,Parent Facility,1331 Addison Way,Perris,92571,33,Riverside,Not Applicable,6,Open,8/20/2013 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.80281,-117.19664,6274090.81586789,2237048.34150305
108,206334688,THE SPRINGS HEALTH AND REHABILITATION CENTER,550004835,Parent Facility,25924 Jackson Ave,Murrieta,92563,33,Riverside,Not Applicable,170,Open,8/6/2019 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.55627,-117.17742,6279131.53314863,2147286.20705131
109,206334689,TEMECULA HEALTHCARE CENTER,550006177,Parent Facility,44280 Campanula Way,Temecula,92592,33,Riverside,Not Applicable,116,Open,4/16/2021 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.48356,-117.10068,6302293.99502572,2120630.41160972
110,206334741,"CONGREGATE LIVING HOME RIVERSIDE, INC.",550003687,Parent Facility,951 Cornflower Dr,Hemet,92545,33,Riverside,Not Applicable,6,Open,10/5/2016 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.76284,-117.01405,6329452.0748958,2222048.63298547
111,206334749,CONGREGATE SAN JACINTO,550003874,Parent Facility,699 Winners Cir,San Jacinto,92582,33,Riverside,Not Applicable,6,Open,5/4/2017 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.78027,-117.00059,6333588.56924747,2228361.50060906
112,206370246,"NORTH COUNTY VILLA, INC.",550005604,Parent Facility,1519 Anthony Heights Dr,Escondido,92026,37,San Diego,Not Applicable,6,Open,7/21/2020 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.14198,-117.11016,6298378.24596746,1996370.65422423
113,206370288,COASTAL INJURY CARE CENTER,550005821,Parent Facility,8780 Elden St,La Mesa,91942,37,San Diego,Not Applicable,6,Open,10/27/2020 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,32.78608,-117.00807,6328685.58003771,1866637.95699723
114,206370655,ARROYO VISTA NURSING CENTER,90000016,Parent Facility,3022 45TH ST,SAN DIEGO,92105,37,San Diego,Not Applicable,53,Open,1/1/1950 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.737204,-117.097962,6300914.18873022,1849067.95965698
115,206370659,ESCONDIDO POST ACUTE REHAB,80000019,Parent Facility,421 E MISSION AVE,ESCONDIDO,92025,37,San Diego,Not Applicable,180,Open,2/4/1969 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.13151,-117.08133,6307172.44589873,1992489.65903348
116,206370660,COUNTRY MANOR LA MESA HEALTHCARE CENTER,80000020,Parent Facility,5696 LAKE MURRAY BLVD,LA MESA,91942,37,San Diego,Not Applicable,99,Open,3/22/1968 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.783162,-117.029218,6322178.15342005,1865624.19754182
117,206370667,GROSSMONT POST ACUTE CARE,80000024,Parent Facility,8787 CENTER DR,LA MESA,91942,37,San Diego,Not Applicable,90,Open,12/27/1966 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.78168,-117.00831,6328600.17666522,1865037.61177273
118,206370669,VICTORIA POST ACUTE CARE,90000025,Parent Facility,654 S ANZA ST,EL CAJON,92020,37,San Diego,Not Applicable,120,Open,11/13/1974 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.788754,-116.948362,6347042.42488563,1867482.69612139
119,206370670,VILLA LAS PALMAS HEALTHCARE CENTER,90000026,Parent Facility,622 S ANZA ST,EL CAJON,92020,37,San Diego,Not Applicable,151,Open,3/1/1971 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.789545,-116.948362,6347044.35237522,1867770.49213372
120,206370671,SOMERSET SUBACUTE AND CARE,90000027,Parent Facility,151 CLAYDELLE AVE,EL CAJON,92020,37,San Diego,Not Applicable,65,Open,1/22/1965 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.79437,-116.9587,6343879.18055597,1869547.44789739
121,206370677,THE COVE AT LA JOLLA,80000031,Parent Facility,7160 FAY AVE,LA JOLLA,92037,37,San Diego,Not Applicable,59,Open,2/25/1964 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.83589,-117.272517,6247590.62214921,1885454.24876089
122,206370678,MISSION HILLS POST ACUTE CARE,90000032,Parent Facility,3680 REYNARD WAY,SAN DIEGO,92103,37,San Diego,Not Applicable,75,Open,2/1/1962 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.744863,-117.171625,6278287.33897088,1852046.77456547
123,206370684,COMMUNITY CARE CENTER,90000033,Parent Facility,8665 LA MESA BLVD,LA MESA,91941,37,San Diego,Not Applicable,119,Open,1/2/1968 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.769404,-117.010641,6327851.16143097,1860576.37069523
124,206370687,WINDSOR GARDENS CONVALESCENT CENTER OF SAN DIEGO,90000035,Parent Facility,220 E 24TH ST,NATIONAL CITY,91950,37,San Diego,Not Applicable,98,Open,3/22/1968 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.66268782,-117.09915274,6300327.22960231,1821959.35180081
125,206370692,UNIVERSITY CARE CENTER,90000037,Parent Facility,5602 UNIVERSITY AVE,SAN DIEGO,92105,37,San Diego,Not Applicable,87,Open,11/26/1956 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.74788,-117.07521,6307941.2320908,1852896.12752557
126,206370702,PALOMAR VISTA HEALTHCARE CENTER,80000042,Parent Facility,201 N FIG ST,ESCONDIDO,92025,37,San Diego,Not Applicable,74,Open,7/30/1962 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.12588,-117.07342,6309577.7327548,1990422.01979606
127,206370703,BRIGHTON PLACE - SAN DIEGO,90000043,Parent Facility,1350 Euclid Ave,San Diego,92105,37,San Diego,Not Applicable,99,Open,6/28/1967 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.7191,-117.08499,6304850.36130406,1842448.89776389
128,206370704,FALLBROOK SKILLED NURSING,550003129,Parent Facility,325 Potter St,Fallbrook,92028,37,San Diego,Not Applicable,93,Open,7/20/2015 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.37942,-117.2428,6258601.35898598,2083121.97383147
129,206370708,FREDERICKA MANOR CARE CENTER,90000047,Parent Facility,111 3rd Ave,Chula Vista,91910,37,San Diego,Not Applicable,174,Open,7/12/1965 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.6479,-117.08239,6305443.22002646,1816537.40956073
130,206370710,FRIENDSHIP MANOR NURSING AND REHABILITATION CENTER,90000049,Parent Facility,902 EUCLID AVE,NATIONAL CITY,91950,37,San Diego,Not Applicable,104,Open,8/22/1968 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.681694,-117.082003,6305660.4590933,1828831.92762256
131,206370711,ABBY GARDENS HEALTHCARE CENTER,80000282,Parent Facility,8060 FROST ST,SAN DIEGO,92123,37,San Diego,Not Applicable,99,Open,11/12/1965 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.800369,-117.151794,6284559.52655771,1872188.3599384
132,206370712,THE SHORES POST-ACUTE,80000051,Parent Facility,2828 Meadow Lark Dr,San Diego,92123,37,San Diego,Not Applicable,305,Open,7/1/1968 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.79411,-117.15435,6283754.36543839,1869917.93436114
133,206370713,GOLDEN HILL POST ACUTE,90000052,Parent Facility,1201 34th St,San Diego,92102,37,San Diego,Not Applicable,99,Open,12/29/1969 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.71819,-117.12103,6293762.93695664,1842208.49502948
134,206370715,PARKWAY HILLS NURSING AND REHABILITATION,80000053,Parent Facility,7760 PARKWAY DR,LA MESA,91942,37,San Diego,Not Applicable,60,Open,1/7/1957 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.774285,-117.030348,6321806.6827063,1862397.02125339
135,206370717,SAN DIEGO POST-ACUTE CENTER,90000055,Parent Facility,1201 S ORANGE AVE,EL CAJON,92020,37,San Diego,Not Applicable,240,Open,1/28/1954 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.779199,-116.963836,6342263.0669903,1864038.43102831
136,206370718,HILLCREST MANOR SANITARIUM,90000056,Parent Facility,1889 NATIONAL CITY BLVD,NATIONAL CITY,91950,37,San Diego,Not Applicable,60,Open,7/1/1957 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.666471,-117.103049,6299139.36911714,1823345.59443514
137,206370719,BALBOA NURSING AND REHABILITATION CENTER,90000057,Parent Facility,3520 4th Ave,San Diego,92103,37,San Diego,Not Applicable,194,Open,9/17/1969 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.742,-117.16158,6281366.80754948,1850977.96928839
138,206370720,HILLDALE HABILITATION CENTER,90000058,Parent Facility,7979 La Mesa Blvd,La Mesa,91942,37,San Diego,Not Applicable,57,Open,1/27/1964 12:00:00 AM,Long Term Care Facility,ICF/Dev. Disabled,32.76436,-117.02586,6323159.30893806,1858775.65054339
139,206370723,PALOMAR HEIGHTS POST ACUTE REHAB,80000060,Parent Facility,1260 E Ohio Ave,Escondido,92027,37,San Diego,Not Applicable,98,Open,1/3/1963 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.12868,-117.06431,6312374.68647847,1991418.87049264
140,206370732,KEARNY MESA CONVALESCENT AND NURSING HOME,80000063,Parent Facility,7675 Family Cir,San Diego,92111,37,San Diego,Not Applicable,98,Open,11/12/1965 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.79927,-117.15742,6282827.28592771,1871803.50703356
141,206370735,ARBOR HILLS NURSING CENTER,80000066,Parent Facility,7800 PARKWAY DR,LA MESA,91942,37,San Diego,Not Applicable,100,Open,5/24/1966 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.774309,-117.029472,6322076.00795506,1862403.73908773
142,206370736,LEMON GROVE CARE AND REHABILITATION CENTER,90000067,Parent Facility,8351 BROADWAY,LEMON GROVE,91945,37,San Diego,Not Applicable,158,Open,2/10/1964 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.746831,-117.017617,6325646.33053881,1852379.2027064
143,206370737,PARKSIDE HEALTH AND WELLNESS CENTER,90000068,Parent Facility,444 W Lexington Ave,El Cajon,92020,37,San Diego,Not Applicable,52,Open,5/17/1966 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.7930111,-116.9672913,6341235.6221948,1869071.08303648
144,206370740,COTTONWOOD CANYON HEALTHCARE CENTER,90000071,Parent Facility,1391 E MADISON AVE,EL CAJON,92021,37,San Diego,Not Applicable,96,Open,11/23/1966 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.800063,-116.931802,6352158.64857705,1871563.66269697
145,206370741,MAGNOLIA POST ACUTE CARE,90000072,Parent Facility,635 S Magnolia Ave,El Cajon,92020,37,San Diego,Not Applicable,99,Open,2/16/1968 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.788679,-116.9615089,6343001.85914789,1867482.72532082
146,206370747,HILLCREST HEIGHTS HEALTHCARE CENTER,90000077,Parent Facility,4033 6th Ave,San Diego,92103,37,San Diego,Not Applicable,96,Open,1/16/1967 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.75033,-117.15879,6282251.10499346,1854001.20700832
147,206370750,MOUNT MIGUEL COVENANT VILLAGE HEALTH FACILITY,90000080,Parent Facility,325 KEMPTON ST,SPRING VALLEY,91977,37,San Diego,Not Applicable,90,Open,4/11/1972 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.703218,-117.001836,6330384.10518397,1836475.81292531
148,206370752,ENCINITAS NURSING AND REHABILITATION CENTER,80000081,Parent Facility,900 SANTA FE DRIVE,ENCINITAS,92024,37,San Diego,Not Applicable,99,Open,5/13/1963 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.03633751,-117.27281271,6248215.2216218,1958383.95296681
149,206370756,REO VISTA HEALTHCARE CENTER,90000084,Parent Facility,6061 BANBURY ST,SAN DIEGO,92139,37,San Diego,Not Applicable,162,Open,7/11/1972 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.67112,-117.06,6312400.82225297,1824931.41212964
150,206370763,THE PAVILION AT OCEAN POINT,90000088,Parent Facility,3202 DUKE ST,SAN DIEGO,92110,37,San Diego,Not Applicable,133,Open,1/23/1964 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.753108,-117.218716,6263835.98992088,1855177.81718789
151,206370765,THE ROYAL HOME,80000090,Parent Facility,12436 Royal Rd,El Cajon,92021,37,San Diego,Not Applicable,19,Open,1/1/1962 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.82412,-116.92401,6354609.60857014,1880300.96379189
152,206370769,LA MESA HEALTHCARE CENTER,90000007,Parent Facility,3780 MASSACHUSETTS AVE,LA MESA,91941,37,San Diego,Not Applicable,94,Open,2/1/1961 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.746031,-117.042962,6317851.28051214,1852146.45349997
153,206370770,"JACOB HEALTH CARE CENTER, LP",90000093,Parent Facility,4075 54th St,San Diego,92105,37,San Diego,Not Applicable,128,Open,10/25/1963 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.7501,-117.07941,6306656.3015898,1853714.0878319
154,206370776,BRIGHTON PLACE SPRING VALLEY,90000095,Parent Facility,9009 CAMPO ROAD,SPRING VALLEY,91977,37,San Diego,Not Applicable,75,Open,6/14/1950 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.75167998,-117.00273468,6330234.94603346,1854110.07916589
155,206370778,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",90000097,Parent Facility,1340 E. MADISON AVENUE,EL CAJON,92021,37,San Diego,Not Applicable,99,Open,5/24/1966 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.8002187,-116.93412166,6351446.2198838,1871624.98147197
156,206370779,LA JOLLA NURSING AND REHABILITATION CENTER,80000098,Parent Facility,2552 TORREY PINES RD,LA JOLLA,92037,37,San Diego,Not Applicable,161,Open,7/21/1969 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.85133,-117.24817,6255122.67467038,1890999.31345814
157,206370781,LA PALOMA HEALTHCARE CENTER,80000100,Parent Facility,3232 Thunder Dr,Oceanside,92056,37,San Diego,Not Applicable,93,Open,2/4/1964 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.18716,-117.2882,6244046.14203347,2013304.85362348
158,206370784,VALLE VISTA CONVALESCENT HOSPITAL,80000102,Parent Facility,1025 W 2ND AVE,ESCONDIDO,92025,37,San Diego,Not Applicable,59,Open,1/17/1961 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.113011,-117.093656,6303344.66680889,1985789.29152873
159,206370790,LIFE CARE CENTER OF VISTA,80000108,Parent Facility,304 N MELROSE DR,VISTA,92083,37,San Diego,Not Applicable,176,Open,6/28/1960 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.200563,-117.255702,6254035.2178558,2018083.92280547
160,206370792,WHITE SANDS OF LA JOLLA,80000109,Parent Facility,7450 OLIVETAS AVE,LA JOLLA,92037,37,San Diego,Not Applicable,38,Open,10/30/1961 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.837973,-117.279609,6245419.77478489,1886233.54116556
161,206370793,AMAYA SPRINGS HEALTH CARE CENTER,90000110,Parent Facility,8625 LAMAR ST,SPRING VALLEY,91977,37,San Diego,Not Applicable,50,Open,4/14/1958 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.738563,-117.013869,6326776.69146705,1849362.53649564
162,206370794,LAKESIDE SPECIAL CARE CENTER,80000111,Parent Facility,11962 WOODSIDE AVE,LAKESIDE,92040,37,San Diego,Not Applicable,94,Open,3/31/1958 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.855666,-116.934878,6351346.32178964,1891800.37189539
163,206370853,AVOCADO POST ACUTE,90000117,Parent Facility,510 E WASHINGTON AVE,EL CAJON,92020,37,San Diego,Not Applicable,256,Open,3/23/1962 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.787837,-116.955969,6344702.33901463,1867164.80075981
164,206370904,SOUTH BAY POST ACUTE CARE,90000120,Parent Facility,553 F ST,CHULA VISTA,91910,37,San Diego,Not Applicable,99,Open,2/17/1976 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.638481,-117.090375,6302957.70137547,1813130.15522039
165,206371261,PARADISE VALLEY HEALTH CARE CENTER,90000141,Parent Facility,2575 E 8TH ST,NATIONAL CITY,91950,37,San Diego,Not Applicable,86,Open,6/15/1978 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.68338,-117.08035,6306173.96659647,1829441.2997634
166,206371270,BELLA VISTA HEALTH CENTER,90000142,Parent Facility,7922 PALM ST,LEMON GROVE,91945,37,San Diego,Not Applicable,99,Open,1/1/2010 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.734837,-117.027745,6322499.71740948,1848038.42595489
167,206371321,REDWOOD TERRACE HEALTH CENTER,80000145,Parent Facility,710 W 13th Ave,Escondido,92025,37,San Diego,Not Applicable,59,Open,4/11/1978 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.10624,-117.08315,6306541.82609697,1983299.86442098
168,206371458,BRADLEY COURT,80000153,Parent Facility,675 E BRADLEY AVE,EL CAJON,92021,37,San Diego,Not Applicable,56,Open,10/3/1960 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.818963,-116.951882,6346034.62768863,1878481.14558114
169,206371593,POWAY HEALTHCARE CENTER,80000177,Parent Facility,15632 POMERADO RD,POWAY,92064,37,San Diego,Not Applicable,99,Open,5/19/1981 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.99601,-117.05804,6313920.07347955,1943133.39422914
170,206371598,ST. PAUL'S HEALTH CARE CENTER,90000181,Parent Facility,235 NUTMEG ST,SAN DIEGO,92103,37,San Diego,Not Applicable,59,Open,1/4/1982 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.733363,-117.162698,6280995.53237338,1847838.5543074
